english,hungarian
arresting,letartóztatása
techniques,technikák
feather,madártoll
printed,nyomtatott
untie,kiold
jupiter,Jupiter
hay,széna
stalking,leselkedés
conrad,conrad
phony,hamis
brett,brett
whack,ütés
scored,gólt szerzett
continent,kontinens
articles,cikkeket
oxford,Oxford
z,z
organize,szervez
sensors,érzékelők
shanghai,sanghaj
wh,wh
sniper,orvlövész
noisy,zajos
framed,keretezett
horizon,horizont
twilight,szürkület
reflection,visszaverődés
masks,maszkok
godfather,keresztapa
merchant,kereskedő
wages,bérek
robe,palást
waist,derék
stinking,büdös
disappointment,csalódás
venture,vállalkozás
voyage,út
curry,curry
ominous,baljóslatú
sunlight,napfény
oui,oui
overseas,tengerentúli
casualties,áldozatok
aaah,ááá
mattress,matrac
grill,grill
marketing,marketing
accepting,elfogadó
occupation,foglalkozás
deadline,határidő
freed,kiszabadult
exhibit,kiállítás
poems,verseket
echoing,visszhangzik
shin,lábszár
compliments,bókokat
til,til
define,meghatározni
urine,vizelet
foreman,művezető
facial,arc-
p.a.,p.a.
combined,kombinált
brody,brody
probation,próbaidő
reject,elutasít
catches,fogások
dances,táncol
gemma,levélrügy
pinch,csipet
ingredients,összetevőket
ra,ra
hurricane,hurrikán
chatting,csevegés
mini,mini
heel,sarok
adding,hozzátéve
bandit,bandita
destined,szánt
limo,limuzin
spa,gyógyfürdő
graves,sírok
turkish,török
listed,felsorolva
corpses,holttestek
matty,matty
evacuate,kiürít
publish,közzé
judith,judith
banned,betiltották
snaps,csattan
cheeks,arcát
predict,megjósolni
ohio,ohio
holland,Hollandia
confront,szembesülni
utterly,teljesen
pals,haverok
pilots,pilóták
umm,hm
jonah,Jónás
ironic,ironikus
improved,javított
popping,pukkanás
mills,malmok
farther,messzebb
delivering,leszállítása
skipper,kapitány
flattered,hízelgett
coconut,kókuszdió
acknowledge,tudomásul venni
shuts,bezár
sweden,Svédország
hooray,hurrá
sip,korty
blessings,áldás
grocery,élelmiszerbolt
terminal,terminál
parks,parkok
meaningless,értelmetlen
awards,díjakat
fade,halványul
hiring,bérbeadása
burton,burton
fees,díjakat
wretched,nyomorult
krishna,Krisna
thoroughly,alaposan
exhibition,kiállítás
spends,költ
denver,denver
s,s
winners,nyertesek
doris,doris
luther,Luther
disappearance,eltűnés
madrid,Madrid
supported,támogatott
advised,tanácsolta
regina,regina
supermarket,szupermarket
hereby,ezennel
pier,móló
shorter,rövidebb
betrayal,árulás
philadelphia,Philadelphia
christians,keresztények
psychology,pszichológia
danielle,Danielle
trent,Trent
keeper,őrző
detroit,Detroit
canadian,kanadai
su,su
associates,munkatársai
gerry,gerry
restless,nyughatatlan
collector,gyűjtő
marvellous,csodálatos
physician,orvos
exposure,kitettség
grudge,ellenszenv
lid,fedél
followers,követői
glow,izzás
submarine,tengeralattjáró
towns,városok
pawn,zálog
edith,edith
includes,tartalmazza
lu,lu
proposition,javaslat
joker,dzsókerkártya
spilled,kiömlött
opposition,ellenzék
jang,jang
haley,haley
hose,tömlőt
partnership,partnerség
usa,Egyesült Államok
timmy,Timmy
breathes,lélegzik
whoops,hopp
astronaut,űrhajós
porch,veranda
leonardo,leonardo
responding,válaszolva
wishing,kívánván
boil,felforraljuk
kneel,térdel
tammy,etamin
clumsy,ügyetlen
rapid,gyors
xiao,xiao
stevens,Stevens
invested,befektetett
janice,Janice
roller,henger
thai,thai
justify,igazolni
garlic,fokhagyma
yelled,kiabált
simone,simone
ammunition,lőszer
sushi,sushi
shaft,tengely
definition,meghatározás
gardens,kertek
chandler,Chandler
ne,ne
notify,értesítse
brady,brady
beasts,vadállatok
setup,beállítást
greed,kapzsiság
dared,merte
unlucky,szerencsétlen
classroom,tanterem
treaty,szerződés
hike,túra
dagger,tőr
spine,gerinc
detect,észlelni
chow,ebéd
des,des
teenagers,tinédzserek
handwriting,kézírás
mock,gúny
challenging,kihívást jelent
salon,szalon
virtue,erény
lawsuit,per
shelly,kagylós
clap,taps
mustache,bajusz
offence,vétség
med,med
sultan,szultán
attraction,vonzerő
franco,franco
courts,bíróságok
fortress,erőd
café,kávéház
peel,héj
petrol,benzin
disappears,eltűnik
asset,eszköz
warp,vetemedik
workshop,műhely
traps,csapdák
jeannie,Jeannie
appreciated,nagyra értékelik
condemned,elítélt
garrett,garrett
muttering,motyogás
shook,megrázta
naval,haditengerészeti
egyptian,egyiptomi
expand,bővíteni
sunrise,napkelte
swine,sertés
jingle,csilingel
lordship,uradalom
peach,őszibarack
filmed,forgatták
pakistan,Pakisztán
oughta,kellene
selection,kiválasztás
squeaking,nyikorogva
condom,óvszer
sadie,Sadie
barbie,Barbie
alongside,mellette
risking,kockáztatva
democratic,demokratikus
nerd,majom
dancers,táncosok
crook,csaló
mack,mack
grasp,felfogni
translate,lefordítani
behaving,viselkedik
humiliating,megalázó
quarrel,veszekedés
lively,élénk
fury,düh
policemen,rendőrök
sensei,sensei
elders,idősek
battlefield,csatatér
sticky,ragadós
glen,szurdok
liu,liu
primitive,primitív
reign,uralkodik
eugene,eugene
stash,biztos helyre eltesz
evolved,fejlődött
shifts,műszakok
unlock,kinyit
devices,eszközöket
peculiar,különös
talents,tehetségek
anita,anita
foreigners,külföldiek
snacks,harapnivalók
mint,menta
pissing,pisizik
fuse,biztosíték
manuel,manuel
towers,tornyok
freezer,mélyhűtő
inheritance,öröklés
villages,falvak
beckett,beckett
jewel,ékszer
bollocks,tökfejek
shells,kagylók
swept,söpörve
recognition,elismerés
shovel,lapát
artistic,művészeti
qualities,minőségeket
ferry,komp
darren,darren
misunderstood,félreértett
portal,portál
atomic,atom
javier,javier
ava,ava
claiming,azt állítva
examined,vizsgált
defensive,védekező
kenneth,kenneth
kat,kat
sensation,érzés
ahhh,ahhh
th,th
increasing,növekvő
fugitive,szökevény
urban,városi
visions,látomások
bathing,fürdés
gregory,gregory
delight,élvezet
iot,iot
genes,gének
boundaries,határait
caution,Vigyázat
ellis,Ellis
strangled,megfojtották
thorough,alapos
ike,ike
bites,harap
nude,meztelen
tidy,takaros
patricia,patrícia
tate,tate
obligation,kötelezettség
ari,ari
clearance,engedély
reserved,fenntartott
nasa,nasa
spock,spock
marion,marion
this-,ez-
reflect,tükrözik
jammed,elakadt
sleeve,ujj
classy,ízléses
fag,buzi
angelo,angelo
bradley,bradley
bananas,banán
ex-husband,volt férje
saints,szentek
longest,leghosszabb
confirmation,megerősítés
mushrooms,gombát
cyrus,cyrus
toni,toni
p.,p.
finals,döntő
millionaire,milliomos
adoption,örökbefogadás
wired,vezetékes
comet,üstökös
handing,átadása
cheerful,vidám
deb,deb
acceptable,elfogadható
realistic,reális
waits,vár
sufficient,elegendő
cosmic,kozmikus
nolan,nolan
gabe,gabe
intellectual,szellemi
we,mi
vomit,hányás
warmth,melegség
magnum,magnum
associated,társult
alas,Jaj
engineers,mérnökök
offend,megbántani
overwhelming,túlnyomó
sherry,sherry
inherited,örökölt
antoine,antoine
whooping,szajhász
scars,hegek
sheldon,sheldon
purposes,célokra
robbing,rablás
refrigerator,hűtőszekrény
instructor,oktató
darrin,darrin
moms,anyukák
overtime,túlóra
percy,percy
laurel,babér
females,nőstények
sacrifices,áldozatokat
representing,képviselő
drift,sodródás
ruthless,könyörtelen
a,a
po,po
arguments,érvek
crappy,gagyi
musicians,zenészek
sidney,sidney
depressing,nyomasztó
lasts,tart
doom,végzet
milo,milo
cant,nem tud
backpack,hátizsák
aisle,folyosó
insulting,sértő
edition,kiadás
losses,veszteség
sh,sh
preacher,prédikátor
schmidt,Schmidt
swinging,lengő
managing,irányító
sinking,süllyedő
lacey,csipkés
casting,öntvény
trials,próbatételek
demonstrate,demonstrálni
diseases,betegségek
beggar,koldus
amounts,összegeket
traced,nyomon követni
raven,holló
activate,aktiválni
slapped,felpofozta
heroic,hősies
roar,ordít
queer,furcsa
uk,uk
matching,illesztése
trump,adu
resignation,lemondás
newton,newton
sincerely,őszintén
stacy,Stacy
saul,saul
madman,őrült
jenkins,jenkins
poke,bök
spicy,fűszeres
swap,csere
programs,programokat
sheer,tiszta
spaceship,űrhajó
schultz,schultz
blink,pislogás
steer,tinó
males,hímek
injection,injekció
know-,tud-
ant,hangya
reform,reform
mother-in-law,anyós
properties,tulajdonságait
virtually,gyakorlatilag
camps,táborok
tapping,koppintás
tequila,tequila
inquiry,vizsgálat
fainted,elájult
formation,képződés
shields,pajzsok
escaping,menekülés
unemployed,munkanélküli
murdering,gyilkosság
interviewed,interjút készített
striking,meglepő
vows,fogadalmak
donovan,donovan
antique,antik
il,il
sherlock,sherlock
puke,hányás
hysterical,hisztérikus
taller,magasabb
employment,foglalkoztatás
thats,az
agrees,egyetért
dodge,kitérés
unite,egyesül
mumbling,motyogás
rabbits,nyulak
repeating,ismétlő
mule,öszvér
locals,helyiek
v.,v.
neighbourhood,szomszédságában
hayes,hayes
bats,denevérek
beliefs,hiedelmek
spared,kímélve
vegetable,növényi
chffff,chffff
liv,él
bunker,bunker
channels,csatornák
phenomenon,jelenség
hips,csípő
grayson,Grayson
expelled,kiutasították
camille,camille
languages,nyelvek
iv,iv
premises,helyiségek
pronounce,kiejteni
ng,ng
bridges,hidak
ape,emberszabású majom
julius,julius
bruises,zúzódások
convict,elítélt
prettier,szebb
elections,választások
th,th
annoyed,bosszús
hometown,szülővárosa
earrings,fülbevalók
discreet,diszkrét
poured,öntött
morphine,morfin
henderson,henderson
jun,június
narrating,elbeszélése
rookie,újonc
peanuts,földimogyoró
camel,teve
abe,abe
chewing,rágás
imagining,elképzelni
runner,futó
hyun,hyun
tomatoes,paradicsom
sponsor,szponzor
fulfilled,teljesült
probe,szonda
karate,karate
grease,zsír
dinosaurs,dinoszauruszok
rebellion,lázadás
marta,marta
lone,magányos
nan,nan
underestimate,alábecsülni
acres,hektáron
carlton,carlton
hacked,feltörték
barber,borbély
mining,bányászati
aged,idős
designs,tervez
preferred,előnyben részesített
th,th
onions,hagymát
stray,eltévedt
void,üres
sixteen,tizenhat
slower,lassabb
hannibal,hannibál
sabotage,szabotázs
rabbi,rabbi
concerning,vonatkozó
dixon,dixon
holt,bozót
mannix,Mannix
noted,neves
peterson,Peterson
dental,fogászati
obama,obama
squirrel,mókus
committing,elköteleződve
werewolf,farkasember
slipping,csúszás
mm-mm,mm-mm
matthews,Matthews
explosions,robbanások
seo,seo
russ,russ
whitney,whitney
ignoring,figyelmen kívül hagyva
infinite,végtelen
cavalry,lovasság
lam,lám
suzanne,suzanne
bomber,bombázó
ruling,uralkodó
boiling,forró
needles,tűket
semester,szemeszter
irrelevant,irreleváns
savior,megmentő
veil,fátyol
tramp,csavargó
roberto,Roberto
deepest,legmélyebb
perfection,tökéletesség
shutting,bezárása
iii,iii
tiffany,tiffany
mentor,mentor
branches,ágak
enthusiasm,lelkesedés
arena,aréna
listens,hallgat
hardware,hardver
greatly,nagymértékben
battalion,zászlóalj
moustache,bajusz
irresponsible,felelőtlen
audio,hang-
ga,ga
initiative,kezdeményezés
sweaty,izzadt
noel,noel
requests,kéréseket
distraction,figyelemelterelés
parrot,papagáj
steed,paripa
entertaining,szórakoztató
whipped,felvert
proving,bizonyítva
assaulted,bántalmazták
piggy,kismalac
pause,szünet
surviving,túlélni
funding,finanszírozás
dinosaur,dinoszaurusz
acquaintance,ismerős
bedtime,lefekvés ideje
rail,vasút
rooster,kakas
cowards,gyávák
hastings,hastings
container,tartály
lori,lori
secured,biztosított
tossed,feldobta
stripper,sztriptíztáncosnő
s.,s.
steele,steele
waving,hullámzás
clamoring,harsogva
banker,bankár
bacteria,baktériumok
indicates,jelzi
assassination,merényletet
yeah.,igen.
starring,főszerepben
drawings,rajzokat
cupboard,szekrény
sanctuary,szentély
surgical,sebészeti
pairs,párok
purely,tisztán
temptation,kísértés
elderly,idős
geoffrey,geoffrey
vibe,hangulat
profound,mély
gong,gong
transformed,átalakult
crop,termés
st,st
detailed,részletes
scrap,selejt
abigail,abigail
careless,gondatlan
dove,galamb
sloppy,lucskos
atlanta,atlanta
hideous,förtelmes
th,th
lizard,gyík
separation,elválasztás
intern,gyakornok
tab,lapon
psych,pszich
ranks,rangok
parish,plébánia
booty,zsákmány
peasant,paraszt
squeal,visítás
oooh,óóó
comb,fésű
bash,bash
restored,helyreállították
platoon,szakasz
junkie,narkós
involves,magában foglalja
rupert,rupert
norm,norma
carrier,hordozó
fatty,zsíros
difficulties,nehézségeket
producers,termelők
superb,nagyszerű
tha,tha
candidates,jelöltek
summoned,megidézték
th,th
refuge,menedék
righteous,igazlelkű
carolina,karolina
onion,hagyma
natasha,natasha
pickup,felvétel
spells,varázslatok
wesley,Wesley
carrington,carrington
armies,hadseregek
seasons,évszakok
senor,senor
billie,billie
specialty,különlegesség
thirst,szomjúság
select,válassza ki
rendezvous,randevú
smiled,mosolygott
colorado,Colorado
visa,Visa
spice,fűszer
caller,hívó
foods,élelmiszerek
rational,racionális
scottish,skót
cunning,ravasz
grunt,röfög
knot,csomó
hairs,szőr
payments,kifizetések
granddad,nagyapa
massacre,mészárlás
competitive,versenyképes
herb,növény
mae,mae
immune,immunis
grenade,gránát
regularly,rendszeresen
stakes,tét
kilos,kiló
monks,szerzetesek
s,s
gail,gail
guinea,Guinea
invent,kitalálni
nursery,óvoda
protein,fehérje
elbow,könyök
keller,keller
clowns,bohócok
thirteen,tizenhárom
tattoos,tetoválások
flown,repült
mustard,mustár
th,th
terrace,terasz
alter,változtat
franz,franz
transportation,szállítás
what-,Mi-
lens,lencse
alaska,Alaszka
ha-ha-ha,ha-ha-ha
interference,interferencia
freakin,rohadt
wont,szokás
weep,sír
clive,clive
mourning,gyász
crooked,görbe
trainer,edző
janitor,gondnok
gradually,fokozatosan
immigration,bevándorlás
filth,piszok
momma,anya
father-in-law,após
jackass,hímszamár
cho,cho
reminder,emlékeztető
culprit,bűnös
gabrielle,gabrielle
innit,innit
magistrate,elöljáró
jasmine,jázmin
m-,m-
womb,méh
texting,SMS-ezés
injustice,igazságtalanság
figuring,kitalálni
fracture,törés
insanity,őrület
peasants,parasztok
blossom,kivirul
etc,stb
agony,gyötrelem
sounding,hangzó
oz,oz
elementary,alapvető
seized,lefoglalták
teaches,tanít
lovejoy,szerelmi öröm
phillips,philips
eighteen,tizennyolc
shack,kunyhó
teen,tini
definite,határozott
scrub,bozót
ruler,uralkodó
mold,forma
contents,tartalmat
bitten,megmart
antidote,ellenméreg
was-,volt-
saves,menti
bunk,emeletes
thor,thor
republican,köztársasági
graveyard,temető
attempts,próbálkozások
poirot,poirot
aspect,vonatkozás
relate,vonatkoznak
lemonade,limonádé
flour,liszt
nypd,nypd
biology,biológia
dusty,poros
felony,bűntett
jax,jax
fundamental,alapvető
jai,jai
successfully,sikeresen
potentially,potenciálisan
donnie,donnie
strangely,furcsán
condoms,óvszer
quantum,kvantum
utter,teljes
activated,aktív
installed,telepítve
interrupted,megszakított
er,er
discharge,kisülés
devastated,elpusztított
substitute,helyettes
splash,loccsanás
julio,julio
exile,száműzetés
aspirin,aszpirin
authentic,hiteles
th,th
summit,csúcstalálkozó
beck,intés
addiction,függőség
lent,nagyböjt
drone,drón
involving,bevonásával
boyfriends,barátok
tango,tangó
permanently,tartósan
province,tartomány
attempting,megkísérelve
deceived,megtévesztve
know,tud
triangle,háromszög
skipped,átugrott
strawberry,eper
mirrors,tükrök
self-defense,önvédelem
preston,preston
overwhelmed,túlterhelt
swift,gyors
creeps,libabőr
token,jelképes
temporarily,ideiglenesen
poisonous,mérgező
heidi,heidi
diagnosis,diagnózis
ninth,kilencedik
locations,helyszíneken
retrieve,visszakeresni
robbers,rablók
conclusions,következtetéseket
joanna,joanna
disabled,letiltva
ira,ira
extension,kiterjesztés
lining,bélés
yuri,yuri
hip-hop,hip-hop
freeman,szabad ember
scoop,gombóc
merlin,kis sólyom
bridget,Bridget
revving,pörgés
transform,átalakítani
shelby,shelby
hospitality,vendégszeretet
brooks,patakok
survey,felmérés
hunted,vadászott
cozy,kényelmes
g.,g.
recommendation,ajánlás
providing,gondoskodás
microphone,mikrofon
skeleton,csontváz
muslims,muszlimok
toll,útdíj
reconsider,átgondolni
creaks,csikorog
extended,kiterjedt
spear,lándzsa
overboard,túl a fedélzeten
ai,ai
clinton,clinton
petition,petíciót
baggage,poggyász
scumbag,szemétláda
tribute,tisztelgés
weddings,esküvők
facilities,berendezések
bangs,frufru
claw,karom
donation,adomány
isabelle,Isabelle
traitors,árulók
mei,mei
jasper,jáspis
borders,határok
australian,ausztrál
colby,colby
boxer,bokszoló
whilst,míg
misfortune,balszerencse
elaborate,bonyolult
sights,látnivalók
maestro,mester
mysteries,rejtélyek
loosen,lazítsa meg
gifted,tehetséges
i--i,én--én
involvement,bevonása
affects,érinti
summon,megidézni
sherman,sherman
churchill,Churchill
theresa,Theresa
solitary,magányos
wilderness,vadon
baltimore,baltimore
olympic,olimpiai
undo,visszavonja
mechanism,mechanizmus
vietnamese,vietnami
vanish,eltűnik
dome,kupola
biting,csípős
ronald,Ronald
texted,SMS-ben
sage,zsálya
yummy,isteni finom
tactics,taktikát
slack,laza
snapped,csattant fel
weekly,heti
bushes,bokrok
grandparents,nagyszülők
like-,mint-
henri,henri
obtain,szerezni
hart,szarvasbika
flights,járatok
adventures,kalandok
hottest,legforróbb
grown-up,felnőtt
eden,Éden
mild,enyhe
dom,dom
fourteen,tizennégy
smuggling,csempészés
blend,keverék
chancellor,kancellár
biscuits,keksz
gorilla,gorilla
dynasty,dinasztia
acquired,szerzett
businesses,vállalkozások
countless,számtalan
fritz,fritz
brent,brent
gardener,kertész
barracks,laktanya
flirt,flört
cooks,szakácsok
distorted,eltorzult
carved,faragott
jumps,ugrások
superhero,szuperhős
forests,erdők
clapping,tapsoló
psychiatric,pszichiátriai
snuck,lopakodott
roughly,durván
screamed,sikoltott
raja,rája
disappearing,eltűnőben
establishment,létesítése
whales,bálnák
lump,csomó
dwarf,törpe
environmental,környezeti
mam,anyám
pint,pint
loading,terhelés
diplomatic,diplomáciai
exclaims,kiált fel
context,kontextus
volunteered,önként jelentkezett
risked,kockáztatva
gangs,bandák
boost,lendületet
fax,fax
dante,dante
partial,részleges
refusing,megtagadva
gaze,tekintete
rene,rene
nuisance,kellemetlenség
terrorism,terrorizmus
jerome,Jerome
ungrateful,hálátlan
donate,adományoz
relieve,enyhíteni
th,th
grandchildren,unokák
felicity,boldogság
maureen,maureen
represented,képviselve
co,co
neutral,semleges
philippe,philippe
workin,dolgozik
steering,kormányzás
rm,rm
presidential,elnöki
rental,bérbeadás
challenged,megtámadta
julien,julien
feeds,táplálja
je,je
vegetarian,vegetáriánus
teasing,ugratás
surprisingly,meglepően
iran,irán
shrine,ereklyetartó
automatically,automatikusan
timer,időzítő
gasoline,benzin
juliette,juliette
scouts,cserkészek
millie,millie
google,google
dorm,kollégium
athlete,sportoló
shiva,shiva
robber,rabló
convent,kolostor
balloons,léggömbök
crawford,crawford
barb,horgas vég
enters,belép
maps,térképek
meth,met
ifyou,ha te
fruits,gyümölcsök
colored,színezett
poppy,mák
metro,metró
clarke,Clarke
fernando,fernando
scully,scully
resolved,megoldva
sessions,üléseken
conservative,konzervatív
rates,árfolyamok
forged,kovácsolt
legends,legendák
arrows,nyilak
charley,charley
dismiss,elbocsátani
authorized,felhatalmazott
slavery,rabszolgaság
attended,részt vett
flows,folyik
employed,munkavállaló
decorated,díszített
parallel,párhuzamos
detected,észlelt
grove,liget
coverage,lefedettség
hen,tyúk
pyramid,piramis
overall,átfogó
hum,zümmögés
specially,különösen
rebuild,újjáépíteni
exclaiming,felkiáltva
producing,termelő
sewing,varrás
occasions,alkalmakkor
boards,táblák
trumpet,trombita
yes.,igen.
shaped,alakúra
matched,egyezett
daughter-in-law,menye
ammo,lőszer
typing,gépelés
macgyver,macgyver
blades,pengék
thailand,Thaiföld
becca,becca
wo,jaj
debris,törmelék
luca,luca
cement,cement
hamlet,Hamlet
nat,nat
communists,kommunisták
showers,zuhanyzók
tougher,keményebb
sailors,tengerészek
kitt,kitt
comedian,komikus
harassment,zaklatás
missus,asszony
monitoring,monitoring
smashing,hatalmas
shaved,borotvált
inventory,leltár
housekeeper,házvezetőnő
tribes,törzsek
long-term,hosszú távú
vile,hitvány
gotham,gotham
imaginary,képzeletbeli
artillery,tüzérségi
ping,ping
cereal,gabona
zoom,zoomolás
portion,adag
irony,irónia
th,th
exceptional,kivételes
slit,hasított
ss,ss
despise,megvetni
waltz,keringő
humour,humor
crashes,összeomlik
gu,gu
stammering,hebegő
coaches,edzők
joo,joo
await,vár
bryan,bryan
celebrated,ünnepelt
encouraged,biztatott
devils,ördögök
gag,geg
telescope,távcső
verse,vers
stalin,sztálin
e-mails,e-maileket
iet,stb
babysitter,bébiszitter
pr,pr
distinguished,kiváló
licence,engedély
addicted,függő
bauer,bauer
speeches,beszédeket
wit,ész
programmed,programozott
bliss,boldogság
donny,donny
elsa,elsa
com,com
recorder,felvevő
hides,elrejti
shameless,szemtelen
apartments,apartmanok
tipped,borravalót
turf,gyep
tang,tang
tu,tu
discharged,kisült
psychologist,pszichológus
duh,duh
delete,töröl
jock,jock
wrath,harag
estimate,becslés
tutor,oktató
jurisdiction,joghatóság
impulse,impulzus
penguin,pingvin
tubes,csövek
playground,játszótér
sew,varr
nickel,nikkel
claws,karmokat
giants,óriások
daring,merész
posters,plakátok
peacefully,békésen
rag,rongy
caves,barlangok
nikita,nikita
stern,tat
condolences,részvétét
ohhh,ohhh
dearly,drága
humiliation,megalázás
worldwide,világszerte
cartoon,rajzfilm
disrespect,tiszteletlenség
so-,így-
shhh,pszt
underworld,alvilág
marble,márvány
lilly,lilly
chun,chun
curly,göndör
judged,ítélkezett
bidding,licitálás
erased,törölve
confuse,összezavarni
masterpiece,remekmű
pentagon,Pentagon
oppa,oppa
tow,kóc
seduce,elcsábítani
bathtub,fürdőkád
pets,háziállatok
bricks,téglák
goa,goa
hotter,melegebb
regime,rezsim
contempt,megvetés
batch,tétel
m-i,m-i
ramsay,ramsay
speeding,gyorshajtás
compartment,rekesz
tackle,megbirkózni
wage,bér
shines,ragyog
lifting,emelés
hustle,lökdösődik
inmates,fogvatartottak
km,km
psst,psst
scooter,robogó
relatively,viszonylag
stoned,megkövezték
supernatural,természetfölötti
darwin,darwin
viewers,nézők
lorenzo,lorenzo
treasures,kincseket
yankee,jenki
lang,lang
taco,taco
charts,diagramok
brigade,brigád
bankrupt,csődbe jutott
marianne,marianne
bikes,kerékpárokat
lookout,figyelés
merchandise,áru
slippery,csúszós
duchess,hercegnő
gulf,öböl
foam,hab
steals,lop
numerous,számos
ripping,hasítás
trusts,bízik
flock,nyáj
potion,főzet
fiance,vőlegény
glimpse,pillantást vetni
invincible,legyőzhetetlen
compensation,kártérítés
kettle,vízforraló
stroll,séta
trish,trish
brendan,brendan
cafeteria,büfé
sane,épelméjű
currency,valuta
amsterdam,Amszterdam
radius,sugár
verify,ellenőrizni
founded,alapított
medic,medikus
peek,kandikál
sewer,szennyvízcsatorna
vernon,vernon
callie,callie
bbc,bbc
hull,hajótest
solomon,Salamon
madonna,Madonna
toad,varangy
powell,powell
maxwell,maxwell
moose,jávorszarvas
souvenir,ajándéktárgy
stitch,öltés
compass,iránytű
mercury,higany
locking,záró
edwards,Edwards
frederick,Frigyes
dislike,ellenszenv
stu,stu
rib,borda
pamela,pamela
brace,merevítő
ban,tilalom
gracias,gracias
stitches,öltések
thrust,tolóerő
referred,hivatkozott
achievement,teljesítmény
links,linkeket
denying,tagadva
monastery,kolostor
newly,újonnan
impatient,türelmetlen
recruit,újonc
sunk,elsüllyedt
ignorance,tudatlanság
drugged,gyógyszerezett
predicted,megjósolta
floyd,floyd
creator,Teremtő
mississippi,Mississippi
civilized,civilizált
artery,artéria
dynamic,dinamikus
competing,versengő
buffy,buffy
distribution,elosztás
turk,török
voiceover,hangfelvétel
stereo,sztereó
ethel,ethel
ark,bárka
carpenter,ács
it.,azt.
warner,figyelmeztető
industries,iparágak
melted,olvasztott
upsetting,felkavaró
cruz,cruz
labs,laborok
bluff,blöff
bender,hajlító
unbearable,kibírhatatlan
narcotics,kábítószer
juicy,lédús
eerie,kísérteties
ingrid,ingrid
mwah,mwah
slippers,papucs
freaky,őrült
vip,vip
troop,csapat
footprints,lábnyomok
dani,dani
pact,egyezmény
apparent,látszólagos
repeated,megismételt
foreigner,külföldi
feelin,érzem
journalists,újságírók
employer,munkáltató
penelope,penelope
grim,zord
medieval,középkori
damien,damien
frustrating,frusztráló
rehearse,próbál
travelled,utazott
preparation,készítmény
microwave,mikrohullámú
denial,tagadás
flute,fuvola
juvenile,fiatalkori
paddy,hántolatlan
retarded,retardált
memo,feljegyzés
canvas,vászon
fa,fa
and-and,és-és
symbols,szimbólumok
mccoy,mccoy
daly,napi
driveway,műút
funky,funky
kitten,cica
nicest,legszebb
deceive,megtéveszteni
negro,néger
chopped,apróra vágva
consultant,tanácsadó
rifles,puskák
heating,fűtés
rays,sugarak
architecture,építészet
gideon,gideon
butch,butch
warmer,melegítő
contribution,hozzájárulás
advisor,tanácsadója
peoples,népek
groceries,élelmiszerek
behaved,viselkedett
experiencing,megtapasztalása
yοu,te
settling,rendezése
tractor,traktor
unacceptable,elfogadhatatlan
imitating,utánozva
squadron,repülőszázad
briggs,briggs
smallest,legkisebb
ethics,etika
gibson,gibson
devotion,odaadás
plumber,vízvezeték-szerelő
burgers,hamburgerek
knots,csomók
broom,seprű
briefing,eligazítás
curve,görbe
informant,informátor
applauding,tapsolva
whites,fehérek
app,kb
andrews,Andrews
blog,blog
ox,ökör
vase,váza
glance,pillant
collective,kollektív
poles,pólusok
sixty,hatvan
fantasies,fantáziák
heritage,örökség
motherfucking,anyáskodás
fisherman,halász
armstrong,armstrong
nder,nder
complained,panaszkodott
nightclub,szórakozóhely
willow,fűzfa
preliminary,előzetes
server,szerver
provides,biztosítja
mat,mat
appreciation,felértékelődés
a-a,a-a
historic,történelmi
jorge,jorge
promote,előmozdítani
processing,feldolgozás
naples,Nápoly
high-pitched,magas hangú
pumping,szivattyúzás
stalker,stalker
goats,kecskéket
francine,francine
smokes,dohányzik
introduction,bevezetés
valid,érvényes
portuguese,portugál
negotiations,tárgyalásokat
o.r.,vagy.
wheeler,kerekes
overheard,meghallotta
iove,iove
breeding,tenyésztés
part-time,részidős
barge,uszály
refugees,menekültek
wah,hú
observed,megfigyelt
tigers,tigrisek
brothel,bordélyház
missions,küldetések
ashore,partra
panda,panda
discretion,diszkréció
yale,Yale
disappointing,kiábrándító
insect,rovar
prophecy,jóslat
wanda,wanda
absent,hiányzó
machinery,gépek
generals,tábornokok
carrot,sárgarépa
ferrari,ferrari
wrecked,tönkrement
gestapo,gestapo
greene,greene
suggestions,javaslatokat
puff,pöfékel
supportive,támogató
punching,lyukasztás
lulu,lulu
intervention,beavatkozás
layers,rétegek
hughes,hughes
scholar,tudós
libby,libby
predators,ragadozók
accusations,vádakat
th,th
olympics,olimpia
accounting,számvitel
jj,jj
expertise,szakértelem
strap,szíj
fitz,fitz
darryl,darryl
butts,fenekek
approaches,megközelítések
flags,zászlókat
embarrassment,zavar
faking,hamisítvány
jamal,jamal
vanilla,vanília
grapes,szőlő
dominic,dominikus
beacon,jeladó
handkerchief,zsebkendő
rubbing,dörzsölés
mallory,mallória
rustling,susogó
lighten,könnyítsen
flora,növényvilág
cuban,kubai
polar,poláris
translator,fordító
congrats,gratulálok
passports,útlevelek
grabbing,megragadva
alf,alf
brotherhood,testvériség
ernest,ernest
professionals,szakemberek
yuan,yuan
understandable,érthető
banner,transzparens
academic,akadémiai
thuds,puffanások
sa,sa
publicly,nyilvánosan
orphans,árvák
pearls,gyöngyök
predator,ragadozó
brien,brien
frances,Franciaországban
addison,addison
syrup,szirup
cartel,kartell
nash,nash
walsh,walsh
norma,norma
bluffing,blöffölni
permitted,megengedett
