german,hungarian
transporter,szállítmányozó
n.,n.
moderne,modern
elijah,Illés
wilder,vadabb
abgelenkt,zaklatott
abzug,levonás
north,északi
becher,bögre
sicherstellen,biztosítsa
e.,e.
anweisung,oktatás
klettern,emelkedés
fingern,ujjazás
geste,gesztus
spürst,érezni
privatleben,magánélet
zusammenarbeit,együttműködés
hinauf,fel
si,si
tokio,Tokió
sicherheitsdienst,biztonsági szolgálat
kaugummi,rágógumi
weltkrieg,világháború
huren,kurvák
foster,nevelődjön
gemeinsamen,közös
garantieren,garancia
wells,Wells
ln,ln
antonio,antonio
kommunizieren,közölni
cm,cm
marc,márc
blieben,maradt
technisch,technikailag
frühstücken,reggelizni
ve,ve
khan,kán
billiger,olcsóbb
elaine,Elaine
standort,elhelyezkedés
wagt,mer
leugnen,tagadni
beißt,harap
landung,leszállás
ernste,súlyos
schockiert,döbbent
esst,eszik
begleitung,kíséret
allianz,szövetség
vermutet,feltételezett
echo,visszhang
herstellen,előállítani
lars,lars
lokal,helyi
sklave,rabszolga
honig,méz
videos,videókat
verkehrt,rossz
göttin,istennő
segeln,vitorlázás
bewahrt,konzervált
cass,cass
hinterließ,hátrahagyott
ganzer,egész
cody,cody
doris,Doris
verurteilen,elítélni
höchsten,legmagasabb
februar,február
privaten,magán
burke,Burke
v,v
begegnung,találkozás
steige,emelkedik
feuerwehr,tűzoltóság
apollo,Apollo
beginne,kezdődik
ähnliches,hasonló
stevens,Stevens
grauen,borzalom
wärter,őr
gewann,won
vertreter,reprezentatív
starker,erősebb
liebend,szerető
marge,margó
schoß,körben
serviert,szolgált
heilig,szent
bißchen,egy kis
security,biztonság
genaue,pontos
wally,Wally
gewaltig,óriási
knoten,csomópont
begriffen,értett
klarstellen,tisztázza
chwhite,chwhite
hinrichtung,végrehajtás
überwinden,legyőzni
ablegen,felszállni
einfällt,előfordul
wundert,csodák
stimmte,igaz
drohen,fenyeget
madison,madison
entgehen,menekülés
stundenlang,órákig
hausmeister,épületfelügyelő
helikopter,helikopter
beverly,Beverly
puppen,babák
aussah,úgy nézett ki
night,éjszaka
beobachte,megfigyelni
check,ellenőrzés
juwelen,ékszereket
bogen,íj
duft,illat
ankam,megérkezett
respektiert,tisztelt
non,nem
schein,látszik
gewehre,fegyvereket
kellnerin,pincérnő
vertraulich,bizalmas
insgesamt,összességében
ächzen,nyögés
untersuchungen,vizsgálatok
fliegst,repül
platt,lakás
aufrecht,függőleges
geprüft,ellenőrizve
hammond,hammond
bedient,szolgált
mangel,hiány
hoher,magasabb
knien,térdel
hobby,hobbi
ling,ling
ivan,ivan
nachtisch,desszert
kollegin,kolléga
edwards,Edwards
alptraum,lidércnyomás
regina,regina
ausgesehen,nézett
reichtum,jólét
überaus,felettébb
eisen,vas
beamen,gerenda
haftbefehl,elfogatóparancs
verletzte,sérült
buchstäblich,szó szerint
größter,legnagyobb
sylvia,Sylvia
flieg,repül
dreckige,piszkos
erfinden,kitalálni
ernte,aratás
kamin,kémény
scotty,scotty
weste,mellény
sahst,fűrész
kennzeichen,Mark
grayson,Grayson
kronen,korona
wage,merészel
z,például
siegen,győzelem
verlobten,elkötelezett
edgar,Edgar
afghanistan,Afganisztán
würdig,méltó
aufwacht,felébred
gratulieren,gratulál
schwager,sógor
violet,ibolya
infos,info
föderation,szövetség
dose,tud
wärme,melegség
erschienen,megjelent
magazin,magazin
klemme,bilincs
schenkt,ad
min,min
wars,az volt
verstoßen,megsértették
nicholas,Nicholas
georgia,Grúzia
kräftig,erős
herzens,szív
mel,mel
nachbarin,szomszéd
igitt,fuj
formel,képlet
bro,tesó
hervor,ki
wohnwagen,lakókocsi
wegwerfen,dobja el
spinne,pók
tumor,tumor
bezahlung,fizetés
päckchen,parcella
grob,durva
nagel,köröm
donovan,donovan
starren,bámul
vertreiben,hajt ki
wirkst,művek
traust,bizalom
heiratete,házas
take,vesz
neuesten,legújabb
e-mails,e-maileket
gitter,rács
blocks,blokkok
erobern,meghódítani
gin,gin
spinnen,spin
gestalt,alak
liter,liter
patty,pogácsa
drew,rajzolt
illusion,illúzió
plaudern,csevegés
schneidet,vágások
welle,hullám
samuel,Sámuel
haft,felelős
seltsamen,furcsa
spannung,feszültség
knallt,frufru
zurückzukehren,hogy visszatérjen
bestimmung,meghatározás
tresor,biztonságos
amber,borostyán
verfluchten,átkozott
fischer,halász
verluste,veszteség
lehre,tanít
jenna,jenna
revolver,revolver
schrott,selejt
verbringt,költ
state,állami
wähle,válasszon
films,filmeket
vorhang,függöny
mitspielen,játszanak együtt
erregt,izgatott
arbeiteten,dolgozott
aufgelöst,feloldódott
überlass,szabadság
trag,viselet
überein,egyetért
unterrichtet,tanította
ungewöhnliches,szokatlan
eve,előestéje
lagerhaus,raktár
raub,rablás
visionen,látomások
firmen,cégek
liv,él
verhandlungen,tárgyalásokat
fickt,faszok
verdorben,elrontott
produktion,termelés
füreinander,egymásért
krankheiten,betegségek
reggie,Reggie
jeanne,Jeanne
schräg,ferdén
belle,Szépség
bluten,vérzik
meinten,jelentett
beamten,tisztviselők
h.,h.
bereden,megbeszélni
claudia,Claudia
einmischen,beavatkozni
ärsche,szamarak
futter,takarmány
verknallt,összetörni
muschi,punci
beschuldigen,vádol
aktien,részvényeket
harrison,Harrison
scheißer,szar
sexuell,szexuálisan
kinderspiel,gyerekjáték
torres,torres
magische,mágikus
dummheit,hülyeség
gezahlt,fizetett
bewegungen,mozgások
karre,szekér
abziehen,levonni
bedarf,követelmény
üblichen,szokásos
umgelegt,megfordult
inhalt,tartalmat
dankbarkeit,hála
peng,bumm
herkommt,idejön
geehrt,megbecsült
träumte,álmodott
make-up,sminkeljük
verhört,kihallgatták
messe,igazságos
anwesen,birtok
deutscher,német
saubere,tiszta
gebete,imák
pommes,krumpli
toni,Tony
lande,föld
ruht,pihen
anerkennung,elismerés
wunderbaren,csodálatos
galaxie,galaxis
vermutung,feltételezés
inklusive,beleértve
überwachung,felügyelet
unabhängig,független
brien,brien
fernhalten,tartsa távol
statue,szobor
bestätigung,megerősítés
dawn,hajnal
finale,végső
verzweiflung,kétségbeesés
gewährt,megadott
deprimiert,nyomott
erteilen,támogatást
colin,colin
rahmen,keret
durchgedreht,őrült
erteilt,megadott
fotze,köcsög
fehlte,hiányzott
verlorene,elveszett
kanonen,ágyúk
kansas,Kansas
klub,klub
britischen,brit
aufzubauen,építeni
jubeln,éljenzés
ausgelöscht,kitörölték
marianne,marianne
stu,stu
servieren,szolgál
weltweit,világszerte
fotografieren,fénykép
niederlage,vereség
zehen,lábujjak
schwächen,gyengüljön
sternen,csillagok
sheila,sheila
bemühen,tegyen erőfeszítést
logik,logika
stillen,szoptatás
bellows,fújtató
todesursache,a halál oka
beschaffen,beszerezni
abgezogen,levonják
klassische,klasszikus
außergewöhnlich,szokatlan
gruppen,csoportok
schwarzes,fekete
durchhalten,kitartani
lm,lm
weitergeht,folytatja
kooperieren,együttműködik
mächtigen,erős
greif,izgalmas
mehreren,számos
verschwindest,eltűnik
forderungen,követeli
anfall,roham
klare,világos
teresa,teresa
wunderschönen,gyönyörű
bestehe,létezik
verkaufte,eladott
aufeinander,egymást
garcia,garcia
hässliche,csúnya
großem,nagy
mitbekommen,észrevette
gate,kapu
saul,Saul
ingenieur,mérnök
campbell,campbell
andenken,ajándéktárgy
eintreten,lépj be
kämpfte,harcolt
zustimmung,jóváhagyás
besagt,mondja
roter,vörösebb
flamme,láng
aufzuhören,megállni
dokument,dokumentum
bishop,püspök
schuhen,cipő
timmy,Timmy
simone,Simone
federn,tollak
paps,Pops
auswendig,művét
bundy,bundy
spezielle,különleges
experimente,kísérletek
szenen,jelenetek
gezählt,megszámolta
pfannkuchen,palacsinta
hase,mezei nyúl
highway,autópálya
aufenthalt,marad
bennett,bennett
devon,Devon
polly,Polly
verstecke,elrejt
summen,zümmögés
blutung,vérzés
more,több
heidi,Heidi
hilflos,tehetetlen
staatsanwaltschaft,államügyész
ehrlichkeit,becsületesség
messen,intézkedés
mächtige,erős
stur,makacs
ringe,gyűrűk
weiterleben,élj tovább
aufspüren,nyomon követni
keks,keksz
rückgängig,visszavonja
fünfte,ötödik
netflix,Netflix
mieten,bérlés
speziell,különleges
neugier,kíváncsiság
nägel,körmök
ausgefallen,sikertelen
glen,szurdok
yes,igen
verstorbenen,elhunyt
verkleidet,álcázva
entdeckung,felfedezés
rauche,füst
betteln,könyörög
blond,szőke
cam,bütyök
gilbert,Gilbert
burt,burt
weggegangen,elment
nutze,használat
gütiger,kedvesebb
abgebrochen,törölve
herkunft,származás
annahme,feltevés
wirfst,dobás
gestank,bűz
hintertür,hátsó ajtó
truthahn,Törökország
gefüllt,megtöltött
bereithalten,készen áll
vorhat,szándékában áll
eleanor,eleanor
touristen,turisták
fordere,kereslet
tagsüber,napközben
feucht,nedves
jeans,farmer
befragung,felmérés
abgelaufen,lejárt
picard,picard
fu,fu
wunderbarer,csodálatosabb
depp,hülye
hüte,kalapok
israel,Izrael
ausschau,Nézze
kreischt,sikít
bellen,öböl
manipulieren,manipulálni
studie,tanulmány
heinrich,Heinrich
knurren,morgás
busch,bokor
abwesenheit,távollét
reitet,lovagol
komplizierter,bonyolultabb
traut,mer
bestellung,egy parancsot
tatsachen,tények
heiligkeit,szentség
back,vissza
jahrhunderts,század
verglichen,összehasonlítva
sehnsucht,vágyakozás
überredet,meggyőzte
demokratie,demokrácia
ranger,vadőr
empfehle,ajánlani
schalt,váltott
gevögelt,szar
young,fiatal
ra,ra
silver,ezüst
kräften,erők
rauszukommen,hogy kijusson
schäden,kár
aggressiv,agresszív
ausleihen,kölcsönöz
bella,bella
schlucken,nyelés
wesentlich,jelentős
ca.,kb.
satan,Sátán
erben,örököl
police,rendőrség
horn,kürt
lebende,élő
schmutzige,piszkos
eiskalt,jéghideg
sirene,sziréna
birthday,születésnap
ritual,szertartás
ira,ira
pflanze,növény
stürzt,esik
reynolds,Reynolds
investiert,befektetett
bernie,Bernie
marilyn,marilyn
formen,formák
freundchen,barátja
politischen,politikai
freigelassen,kiadták
lionel,lionel
rausgeworfen,kidobták
verprügeln,felverni
bescheiden,szerény
garderobe,gardrób
streifen,szalag
rausgekommen,kijött
jodi,jodi
voneinander,egymástól
wirt,házigazda
kasten,láda
zeichnen,húzni
backen,süt
scheitern,nem sikerül
francs,frank
jon,jon
salon,szalon
medikament,kábítószer
demnächst,hamar
geboten,felajánlott
spike,tüske
auslösen,kiváltó
pferden,lovak
lebensmittel,élelmiszerek
ruhiger,csendesebb
durchsuchungsbefehl,házkutatási engedély
allmählich,fokozatosan
benommen,kábultan
adieu,Isten veletek
fragten,kérdezte
vortrag,előadás
amerikas,Amerika
sherry,sherry
och,ó
oui,oui
erpressen,zsarolás
flittchen,ringyó
zähnen,fogak
u-boot,tengeralattjáró
daniels,Daniels
endete,véget ért
ängstlich,félelmetes
she,ő
as,mint
durchbruch,áttörés
dorothy,dorothy
wiederhaben,tedd vissza
schrecklicher,szörnyűbb
model,modell
besitze,saját
sorg,aggodalom
sophia,Sophia
sullivan,sullivan
chor,kórus
zuschlagen,sztrájk
schere,olló
kampagne,kampány
jax,jax
verrücktes,őrült
gestartet,elindult
reinigen,tiszta
stoppt,megáll
lucky,szerencsés
quälen,kín
berufung,hivatás
luis,Luis
knöchel,boka
zeitplan,menetrend
zerbrochen,törött
verfluchter,átkozottabb
weichei,lányos
jegliche,bármilyen
versuchung,kísértés
shelby,Shelby
beitrag,hozzájárulás
picknick,piknik
argument,érv
reiner,tisztító
flüstern,suttogás
dummheiten,hülyeségek
meile,mérföld
hamburger,hamburger
kontaktiert,felvette a kapcsolatot
spione,kémek
fähnrich,zászlós
erinnerte,emlékezett
türklingel,csengő
henri,henri
dynamit,dinamit
organe,szervek
fell,szőrme
sonnenschein,napfény
archie,archie
lache,medence
elisabeth,Erzsébet
aufgelegt,letette a telefont
bräutigam,vőlegény
chinesische,kínai
monats,hónap
shakespeare,Shakespeare
verrät,feltárja
drunter,alul
schottland,Skócia
drohung,fenyegetés
wa,izé
wende,fordulat
gefoltert,megkínozták
erwachsener,felnőtt
einzigartig,egyedülálló
briten,brit
profis,szakemberek
mon,Hétfő
übertreiben,túloz
ressourcen,erőforrás
bischof,püspök
nationale,nemzeti
ausstehen,állvány
geschwister,testvérek
mountain,hegy
zurücktreten,lemond
avery,avery
roberts,Roberts
axt,fejsze
hugh,hugh
händler,kereskedő
ägypten,Egyiptom
überdenken,újragondolni
ludwig,Ludwig
fiona,fiona
warme,melegség
joel,Joel
konzentrier,sűrítmény
del,del
dampf,gőz
missbraucht,bántalmazták
loyal,lojális
wurzeln,gyökér
aufhängen,függő
wurm,féreg
kathy,Kathy
kerze,gyertya
bereue,megbánás
loslegen,kezdje el
o.k.,RENDBEN.
fingen,elkapták
besatzung,legénység
dog,kutya
klüger,okosabb
zugestoßen,történt
befürchten,félelem
folgende,következő
schmerzhaft,fájdalmas
jody,jody
beschrieben,leírta
zittern,remeg
standpunkt,pozíció
visier,napellenző
rang,rang
phoenix,Főnix
wesley,Wesley
herausfindet,rájön
schaute,nézett
theoretisch,elméletileg
if,ha
chan,chan
beutel,táska
drängen,késztetést
schlimmen,rossz
klient,ügyfél
hängst,lógni
veranda,veranda
pam,Pam
jüngste,legfiatalabb
strahlung,sugárzás
betrügt,csal
unendlich,végtelen
gedichte,verseket
sven,sven
irene,irene
gereist,utazott
schiss,szar
benimmst,viselkedik
schwangerschaft,terhesség
subcentral,alközponti
kopien,másolatokat
infrage,szóban forgó
zweifeln,kétség
nonne,apáca
müsse,kell
juliette,juliette
richtet,irányította
lecken,nyalás
feuerwerk,tűzijáték
neueste,legújabb
geistes,szellem
verletzten,sérült
abwechslung,fajta
ausgeführt,kivégezték
kleingeld,aprópénz
evans,evans
gelegentlich,néha
denise,Denise
braten,süt
angelegt,létre
artie,Artie
corporal,tizedes
entsteht,felmerül
rogers,rogers
herzschlag,szívverés
glücklicherweise,szerencsére
heilung,gyógymód
cäsar,Caesar
angeklagten,vádlott
profit,nyereség
brüllen,ordít
verschieden,különböző
münzen,érméket
hinterlässt,hagy hátra
königlichen,királyi
stadtrat,városi tanácsos
pressekonferenz,sajtókonferencia
nich,nem
geschaut,nézett
zugegeben,elismerte
end,vége
komisches,vicces
regie,igazgató
merk,értesítés
boote,csónakok
verbrennt,égési sérüléseket
allergisch,allergiás
schweizer,svájci
verdächtiger,gyanúsított
gasse,sikátor
tussi,csaj
befürchtet,félt
reite,lovagol
außerirdische,idegenek
ehemaliger,korábbi
radar,radar
gestattet,megengedett
gefecht,harc
angeschaut,nézett
gedient,szolgált
pension,nyugdíj
strich,megsimogatta
lippenstift,ajakrúzs
stab,rúd
außerirdischen,idegenek
termine,találkozók
maler,festő
verweigert,visszautasította
boxer,bokszoló
vorteile,előnyeit
ausstellung,kiállítás
tragisch,tragikus
rasch,gyorsan
oberste,tetejére
polizistin,rendőrnő
windeln,pelenkák
detroit,Detroit
arizona,Arizona
universums,világegyetem
aufheben,lift
narben,hegek
fleißig,szorgalmas
freizeit,szabadidő
elegant,elegáns
dolch,tőr
sloan,szloan
eindringen,behatolás
auszeit,időtúllépés
internationalen,nemzetközi
fielen,leesett
weggeworfen,eldobták
vergeuden,hulladék
blätter,levelek
blass,sápadt
konzept,koncepció
look,Nézze
keineswegs,semmi esetre
faden,szál
kleinste,legkisebb
geschrien,– kiáltotta
ertrunken,fulladt
blase,buborék
treffpunkt,találkozási pont
schrift,írás
mathe,matematika
royal,királyi
evelyn,Evelyn
britische,brit
körperlich,fizikailag
konzentration,koncentráció
schaltet,kapcsolók
draht,huzal
at,at
älteste,legrégebbi
höhere,magasabb
gerannt,futott
tower,torony
gedrückt,sajtolt
reinigung,tisztítás
fordert,követeli
ideale,ideál
stiehlt,lop
money,pénz
eiern,tojás
dritter,harmadik
züge,vonatok
optionen,opciók
ge,ge
roland,Roland
ersticken,megfojtani
farmer,gazda
batterie,akkumulátor
obst,gyümölcs
badewanne,fürdőkád
manches,néhány dolgot
droge,kábítószer
übertragung,terjedés
enge,szoros
nickerchen,szundikál
juhu,jaj
cora,cora
lungen,tüdő
öffnete,nyitott
abschneiden,vágott
valentine,szerető
hierbei,itt
sorgst,aggodalom
phillip,Philip
schaffte,sikerült
omar,Omar
anfänger,kezdő
gen,gén
ungerecht,tisztességtelen
reue,bűntudat
two,két
rhythmus,ritmus
kündige,kilép
mitgehen,menj el
siegel,pecsét
moore,Moore
stechen,fullánk
baue,épít
prostituierte,prostituált
heller,világosabb
umgehend,azonnal
hoffnungslos,reménytelen
checken,ellenőrzés
drücke,sajtó
wong,wong
merkwürdige,különösek
valley,völgy
brandy,pálinka
gelbe,sárgák
nützen,használat
venedig,Velence
gideon,gideon
lernten,tanult
benimmt,viselkedik
georg,György
mächtiger,erősebb
genutzt,használt
verzieh,megbocsátott
schüssel,tál
dreckigen,piszkos
wiegt,mérlegel
kg,kg
abraham,Ábrahám
seltsamer,idegen
hiervon,ebből
beraten,tanácsot ad
schienen,sínek
wirkliche,igazi
träumt,álmokat
versprech,ígéret
ideal,ideál
norma,norma
sire,uram
marschieren,március
mitbewohner,szobatárs
verlobung,eljegyzés
mio.,millió
funken,szikra
gleichfalls,Viszont kívánom
geringsten,legkevésbé
empfange,kap
führten,vezetett
ex-frau,volt felesége
gelben,sárga
lach,nevetés
vereinbart,egyeztetett
kimmy,Kimmy
prügel,verés
läuten,gyűrű
anzugreifen,támadni
balkon,erkély
fran,Fran
flüchten,menekülés
umkehren,fordított
ansieht,nézi
rechtfertigen,igazolni
belügen,hazudni
verdächtigt,feltételezett
begannen,kezdődött
snow,hó
oskar,Oscar
englischen,angol
inspiriert,ihletett
murray,Murray
shirt,ing
erlaube,engedje meg
ertrinken,fulladás
sorgfältig,gondosan
spuck,nyárs
eingetroffen,megérkezett
chang,chang
lynette,lynette
feine,finom
home,otthon
grosse,méret
schickten,küldött
überreste,maradványok
how,hogyan
garantiere,garancia
unerträglich,kibírhatatlan
vorerst,egyelőre
yale,Yale
verirrt,elveszett
überstanden,túlélte
harriet,harriet
liga,liga
wertlos,értéktelen
marvin,Marvin
gottverdammt,a fenébe
gesammelt,összegyűjtött
kanntest,tudta
bezeichnet,kijelölt
beantworte,válasz
baltimore,Baltimore
shirley,shirley
connie,connie
netzwerk,hálózat
moses,Mózes
entstehen,felmerülnek
ingalls,ingalls
lauten,gyűrű
fasziniert,Elbűvölve
tvuser,tvuser
ehrliche,becsületes
akademie,akadémia
grünes,zöld
branche,ipar
rudy,pirospozsgás
soße,szósz
situationen,helyzetekben
entführer,gépeltérítő
ewigen,örök
erzeugt,generált
fünften,ötödik
dtv,dtv
registriert,bejegyzett
basketball,kosárlabda
abgesetzt,megszakított
irgendwelchen,bármilyen
vorsitzender,elnök
bedürfnisse,igények
suite,kíséret
mhm-hm,mhm-hm
regieren,kormányozni
barkeeper,kocsmáros
ausgemacht,kitalálta
fritz,fritz
dateien,fájlokat
dixon,dixon
gegründet,alapított
wolke,felhő
wall,fal
umgang,kezelés
schenk,ad
festen,rögzített
erziehung,oktatás
agentin,ügynök
marines,tengerészgyalogság
hasen,mezei nyúl
institut,intézet
mittleren,középső
hingerichtet,kivégezték
lenken,közvetlen
angewiesen,utasította
überlebende,túlélők
bass,basszus
pearl,gyöngyszem
lahm,béna
basiert,alapján
rasieren,borotválkozás
angeordnet,elrendezve
gewalttätig,erőszakos
untergang,bukás
flach,lakás
autogramm,autogram
schwule,meleg
kompanie,vállalat
casino,kaszinó
solches,ilyen
sackgasse,zsákutca
einbrecher,betörő
stehenbleiben,Stop
erwartungen,várakozások
flüssigkeit,folyékony
erraten,találgatás
verkaufst,elad
vorsprung,vetítés
zahlst,fizetés
verkäufer,eladó
zukommen,jön
abdrücke,nyomatok
kurve,görbe
kämpfst,harc
les,olvas
verziehen,megbocsátott
invasion,invázió
pissen,húgy
klarer,világosabb
herrschen,érvényesül
prince,herceg
zylonen,Cylonok
donnie,donnie
giles,Giles
outfit,felszerelés
prinzipien,elveket
rühr,keverjük meg
entzückend,imádni való
reinen,tiszta
drecksack,szemétláda
frischen,friss
corabeth,corabeth
höhepunkt,csúcspontja
elsa,Elsa
geduldig,beteg
rio,rio
pest,kártevő
wenigsten,legkevésbé
beschwert,panaszkodott
natürliche,természetes
erzeugen,generálni
fürchterlich,szörnyű
veröffentlichen,közzé
tvuser.de,tvuser.de
wunderbares,csodálatos
isaac,Isaac
unglücklicherweise,sajnos
ratschläge,tanács
erstickt,megfulladt
vagina,hüvely
scharfe,éles
nutten,prostikat
äpfel,alma
zoll,vám
region,régióban
zuliebe,annak érdekében
riefen,– kiáltotta
wachmann,biztonsági őr
gipfel,csúcstalálkozó
geübt,gyakorolt
d.j.,d.j.
jammer,nyafog
lädt,terhelések
galerie,galéria
enkelin,unokája
mönch,szerzetes
tinte,tinta
journalist,újságíró
glückspilz,szerencsés srác
platzen,robbanás
ego,ego
reinste,legtisztább
news,hír
aspirin,aszpirin
right,jobbra
andre,mások
früchte,gyümölcs
bart.,szakáll.
gewähren,támogatást
prophezeiung,jóslat
winzig,apró
light,fény
tonnen,tonna
lizenz,engedély
maßnahmen,intézkedéseket
ermittelt,eltökélt
stufen,szakaszaiban
w,w
joy,öröm
lüg,hazugság
who,WHO
student,diák
absetzen,letenni
schwindel,szédülés
national,nemzeti
fanny,fanny
vorgeschlagen,javasolta
arbeitslos,munkanélküli
borg,borg
getränke,italokat
ick,ick
joyce,Joyce
änderte,megváltozott
philadelphia,Philadelphia
pfoten,mancsok
ausländer,külföldi
häng,lógni
clyde,clyde
kalender,naptár
isabelle,Isabelle
hannibal,hannibál
brüdern,testvérek
überstunden,túlóra
angehört,hallott
langweilen,unott
deutet,jelzi
griffin,Griffmadár
friseur,borbély
oberen,felső
fertigmachen,készülj fel
they,azok
teure,drága
silas,Silas
gedroht,megfenyegette
ana,ana
ermordung,merényletet
maura,maura
komischen,komikus
bestimmtes,bizonyos
diskret,diszkrét
kriechen,kúszás
weißes,fehér
luthor,luthor
hinüber,felett
zauberei,varázslás
wünschst,kíván
nadia,Nadia
biss,harapás
komischer,furcsább
hotelzimmer,szállodai szoba
delta,delta
chinesischen,kínai
beängstigend,ijedős
hills,dombok
quentin,quentin
frequenz,frekvencia
vorhast,szándékában áll
tödliche,halálos
summer,nyári
verband,csatlakoztatva
gebucht,lefoglalt
investieren,befektetni
website,weboldal
diät,diéta
benimm,viselkedik
vergangenen,elmúlt
rodney,Rodney
verbringe,tölt
zukünftige,jövőbeli
kong,Kong
ehemalige,korábbi
chff,chff
aufklären,felvilágosít
kämen,jönne
unauffällig,szerény
gefälscht,hamisítvány
geier,keselyű
anschuldigungen,vádakat
sal,sal
restlichen,többi
tomaten,paradicsom
gonna,fog
philosophie,filozófia
liebten,szeretett
programmiert,programozott
shawn,Shawn
festgestellt,neves
fällig,esedékes
kneipe,bár
bezahlst,fizetés
beende,befejezni
fehlst,hiányzó
vornehmen,készítsenek
sumpf,eláraszt
apotheke,gyógyszertár
internationale,nemzetközi
liefert,szállít
wehen,fúj
bastarde,köcsögök
erstochen,leszúrta
schiffes,hajó
manuel,Manuel
nördlich,északi
american,amerikai
körpers,test
schal,sál
anklagen,vádol
schlagt,veri
entscheidest,te döntesz
sammelt,összegyűjti
gegenzug,ellenmanőver
vorzubereiten,felkészülni
enttäuschung,csalódás
unterkunft,szállás
freilassen,engedje el
grau,szürke
hunt,vadászat
verlobter,menyasszony
niere,vese
kratzen,karcolás
altar,oltár
erstaunt,elképedve
d.c.,d.c.
ausbruch,kitörés
tuch,szövet
fahne,transzparens
beleidigung,sértés
bedeutete,jelentett
verhält,viselkedik
unheimliche,ijedős
unsterblich,halhatatlan
hohes,magas
evakuieren,kiürít
produziert,előállított
nachfolger,utód
blicke,úgy néz ki
vorschläge,javaslatokat
chauffeur,sofőr
englische,angol
ironie,irónia
ausreichend,elegendő
hit,találat
anderthalb,másfél
erlösung,megváltás
käfer,bogár
küsschen,csók
eugene,Eugene
auslöschen,törölni
ihretwegen,miatta
limonade,limonádé
hedley,hedley
billige,olcsó
tequila,tequila
schlachtfeld,csatatér
knight,lovag
gemäß,szerint
angreifer,támadó
hingegangen,odament
dns,dns
zero,nulla
liefen,futott
schale,héj
restaurants,éttermek
ausfindig,található
mills,malmok
angriffe,támadások
rotes,piros
percy,percy
modernen,modern
motto,jelmondat
eintritt,előfordul
bh,melltartó
betroffen,érintett
misstrauisch,gyanús
verwirrend,zavaró
kapelle,kápolna
starkes,erős
brick,tégla
gebetet,imádkozott
einrichten,berendezni
ausnutzen,kihasználni
kinn,áll
frisches,friss
quatschen,csevegés
automatisch,automatikusan
chad,Csád
körperverletzung,testi sérülés
spritzen,spriccel
einwohner,lakos
renn,fut
pink,rózsaszín
chen,chen
gezeichnet,húzott
anständige,tisztességesek
steif,merev
rekord,rekord
durchgeknallt,őrült
foltern,kínzás
erspart,kímélve
kuba,Kuba
bräuchten,szüksége lenne
überdosis,túladagolás
armband,karkötő
bert,bert
adoptiert,fogadott
komplizen,cinkosai
ehemaligen,korábbi
department,osztály
einschalten,bekapcsol
handschrift,kézírás
ältesten,legrégebbi
assistenten,asszisztensek
großartigen,nagy
männlich,férfias
übernimmst,átvenni
übrigen,többi
klaviermusik,zongora zene
ash,hamu
viktor,győztes
judith,judith
gemietet,bérelt
mischung,keverék
luxus,luxus
schwung,lendület
vicky,Vicky
hochgehen,felmegy
wegtreten,lépj arrébb
stargate,csillagkapu
carlo,Carlo
beherrscht,uralta
grippe,influenza
informanten,adatközlők
mm-hmm,mm-hmm
hülle,burkolat
side,oldal
floh,bolha
kit,készlet
fitz,fitz
nudeln,tészta
schaf,juh
uhrzeit,idő
zigarre,szivar
tänzerin,táncos
einkaufszentrum,bevásárlóközpont
vollmond,telihold
mexikaner,mexikói
piepst,sípol
gestoppt,megállt
gray,szürke
eingerichtet,berendezett
umarmung,ölelni
rohr,cső
batterien,akkumulátorok
ella,ella
spende,adomány
julius,julius
mumm,mama
gans,liba
leuchten,ragyog
alien,idegen
dom,dom
geriet,bajba került
unterzeichnet,aláírva
operationen,műveleteket
schütteln,rázza meg
vermissten,hiányzott
angespannt,feszült
folgenden,következő
fantastische,fantasztikus
fies,csúnya
warp,vetemedik
heilt,gyógyít
auswirkungen,hatások
geschlecht,neme
buchhalter,könyvelő
drache,sárkány
computerlogbuch,számítógépes napló
deuten,értelmezni
bildung,oktatás
aufbewahrt,tárolva
persönlicher,személyesebb
erpresst,zsarolt
sang,énekelt
hinbringen,hozza oda
amerikanischer,amerikai
üble,rossz
einfaches,egyszerű
angesetzt,ütemezve
mmm,mmm
hudson,Hudson
josef,József
reagan,reagan
volltreffer,telitalálat
jonah,Jónás
totaler,több teljes
robinson,robinson
zustößt,történik
herrschaft,uralom
verhören,kikérdez
unverzüglich,azonnal
christina,Christina
bemüht,elkötelezett
aufgefunden,talált
unfähig,képtelen
stellten,fel
mi,mi
ursprünglich,eredetileg
distanz,távolság
rufus,rufus
verheimlichen,elrejteni
verstorben,elhunyt
göttern,istenít
hunden,kutyák
letztens,végül
jasper,jáspis
napoleon,Napóleon
joshua,Joshua
billigen,jóváhagyni
verschont,kímélve
rendezvous,randevú
empfehlung,ajánlás
handgelenk,csukló
boten,felajánlott
unterzeichnen,jel
belasten,teher
speziellen,különleges
literatur,irodalom
landete,leszállt
gelangt,elérte
cooler,hűvösebb
quer,át
satelliten,műholdak
triff,találkozik
analysieren,elemezni
zuhälter,strici
zutiefst,mélységesen
geleitet,irányította
schlachten,levágás
angestellte,munkavállaló
gestalten,tervezés
köpfen,lefejez
stipendium,ösztöndíj
illegale,illegális
vergiften,méreg
here,itt
feiert,ünnepel
bewundern,csodál
herbert,Herbert
furchtbaren,szörnyű
hüfte,csípő
involviert,érintett
wurf,dobás
